"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
238.908,0.17676,239.04,0.11082,0.06594,"y","1"
279.372,0.33605,279.576,0.0319,0.30415,"y","1"
304.17,0.14074,304.296,0.04901,0.09173,"y","1"
342.912,0.26938,343.056,0.14503,0.12435,"y","1"
357.786,0.24072,357.9,0.11952,0.1212,"y","1"
395.592,0.26721,395.634,0.02427,0.24294,"y","1"
395.64,0.02511,395.658,0,0.04546,"n",NA
395.748,0.01438,395.766,0,0.02063,"n",NA
395.784,0.01181,395.802,0,0.01629,"n",NA
395.82,0.01083,395.838,0,0.01346,"n",NA
